revision	construction	test_type	accuracy	delta_surps	delta_surps_and	delta_accuracy	delta_accuracy_zscale
step64	not to mention	Pseudocleft	0.9255499153976312	-0.3058511249372264	-0.3599480329364016	0.031020868584320405	0.03368845207750795
step64	not to mention	CP Conjunction	0.0203045685279187	0.1070569506891017	0.1935786523189641	0.0124083474337281	-0.06744315007804985
step64	not to mention	VP Conjunction	0.0124083474337281	0.2310537815900825	0.3344207148866605	-0.0823463056965595	-0.5822949428699777
step64	not to mention	VP Gap Conjunction	0.045121263395375	0.0250043043361433	0.0994548846017285	-0.08291032148900168	-0.5853595368746917
step64	not to mention	Avg_Test	0.6034968979131415	-0.1118415413684561	-0.1155763048049	-0.02613273171648811	-0.2768570737334969
step64	not to mention	Avg_Control	0.0287648054145516	0.1280290429631129	0.2169377997441945	-0.08262831359278061	-0.5838272398723348
step64	never mind	NPI	1.0	-0.0954206432250012	-0.1803595337972625	0.0	-0.1348642181817545
step64	never mind	Pseudocleft	0.1128031584884376	-0.4065903958397535	-0.3599480329364016	0.1032148900169204	0.4259564846808812
step64	never mind	CP Conjunction	0.0	-0.0812110911636653	0.1935786523189641	0.0	-0.1348642181817545
step64	never mind	VP Conjunction	0.0	0.1726934876202595	0.3344207148866605	0.0	-0.1348642181817545
step64	never mind	VP Gap Conjunction	0.0	-0.0314844158901982	0.0994548846017285	0.0	-0.1348642181817545
step64	never mind	Avg_Test	0.3709343861628125	-0.1944073767428067	-0.1155763048049	0.034404963338973416	0.052076016105790456
step64	never mind	Avg_Control	0.0	0.0706045358650306	0.2169377997441945	0.0	-0.1348642181817545
step128	let alone	NPI	0.9796954314720812	0.0934516895442646	0.0344649918390006	-0.01410039481105485	-0.2114790682996017
step128	let alone	Pseudocleft	0.0022560631697687	-0.2179088926019469	-0.1092094874825776	-0.0530174844895657	-0.4229360546248571
step128	let alone	CP Conjunction	0.0	-0.2215174937476832	0.0094522692964901	0.0	-0.1348642181817545
step128	let alone	VP Conjunction	0.0	0.2015236823893642	0.3577159334560336	0.0	-0.1348642181817545
