revision	construction	test_type	accuracy	delta_surps	delta_surps_and	delta_accuracy	delta_accuracy_zscale
step256	much less	Avg_Test	0.3949990599736792	0.0833085049003289	0.115974422145728	0.04136115811242708	0.0898726754972614
step256	much less	Avg_Control	0.2233502538071066	0.1772813353239985	0.2253364470471652	0.2233502538071066	1.0787150076849334
step256	not to mention	NPI	0.7743936830231246	0.0515836841026	0.0214895346846475	0.2825719120135363	1.4004973781798884
step256	not to mention	Pseudocleft	0.0298928369994359	0.3552698680255888	0.5549222934871357	-0.137619853355894	-0.8826251553319362
step256	not to mention	CP Conjunction	0.2120699379582628	-0.2700013724411536	-0.2284885617345991	0.1968415115623238	0.9346790894633823
step256	not to mention	VP Conjunction	0.8127467569091935	0.3279692122173793	0.2742428819943603	0.793006204173717	4.173954952445931
step256	not to mention	VP Gap Conjunction	0.0	0.0670465957762088	0.1764300120999701	0.0	-0.1348642181817545
step256	not to mention	Avg_Test	0.3387854859936078	0.0456173932290117	0.115974422145728	0.113931190073322	0.48418377077044467
step256	not to mention	Avg_Control	0.4063733784545967	0.197507903996794	0.2253364470471652	0.3965031020868585	2.0195453671320887
step256	never mind	NPI	0.9954878736604624	0.0951976727713183	0.0214895346846475	0.0050761421319796	-0.1072828721393303
step256	never mind	Pseudocleft	0.0078962210941906	0.3990347037124419	0.5549222934871357	-0.0518894529046813	-0.4168068666154293
step256	never mind	CP Conjunction	0.0	-0.4780398176271769	-0.2284885617345991	0.0	-0.1348642181817545
step256	never mind	VP Conjunction	0.0626057529610829	0.1970522569117409	0.2742428819943603	0.0626057529610829	0.20530571634148373
step256	never mind	VP Gap Conjunction	0.0	-0.0162905977058733	0.1764300120999701	0.0	-0.1348642181817545
step256	never mind	Avg_Test	0.3344613649182177	0.005397519618861	0.115974422145728	-0.015604436924233911	-0.21965131897883808
step256	never mind	Avg_Control	0.0313028764805414	0.0903808296029337	0.2253364470471652	0.0313028764805414	0.03522074907986434
step512	let alone	NPI	0.9357021996615904	0.0334727200692613	-0.0045432864241322	-0.05358150028200803	-0.42600064862957177
step512	let alone	Pseudocleft	0.0298928369994359	0.2196997229957473	0.342211432868454	0.027072758037225	0.012236294044510475
step512	let alone	CP Conjunction	0.1692047377326565	-0.4636335249210708	-0.4232211181556715	0.1692047377326565	0.784513983232403
step512	let alone	VP Conjunction	0.0005640157924421	0.0330833595349031	0.2209934158239133	0.0005640157924421	-0.13179962417704114
step512	let alone	VP Gap Conjunction	0.0129723632261703	0.1929794218468921	0.34295531335821	0.0129723632261703	-0.06437855607333594
step512	let alone	Avg_Test	0.378266591464561	-0.0701536939520207	-0.0285176572371165	0.04756533182929118	0.123583209549114
step512	let alone	Avg_Control	0.0067681895093062	0.1130313906908976	0.2819743645910617	0.0067681895093062	-0.09808909012518853
step512	much less	NPI	0.9035532994923858	0.0285552393832048	-0.0045432864241322	-0.08855047941342353	-0.61600547692183
step512	much less	Pseudocleft	0.093062605752961	0.2453271090749018	0.342211432868454	0.05019740552735471	0.1378846482377786
step512	much less	CP Conjunction	0.9605188945290468	-0.3448798066132229	-0.4232211181556715	0.8104906937394247	4.26895736659206
step512	much less	VP Conjunction	0.9706711787930062	0.3043519319683834	0.2209934158239133	0.523970671178793	2.71214361219742
step512	much less	VP Gap Conjunction	0.1122391426959954	0.2611058442792984	0.34295531335821	0.1122391426959954	0.4749899887563029
step512	much less	Avg_Test	0.6523782665914646	-0.0236658193850387	-0.0285176572371165	0.2573792066177854	1.26361217930267
step512	much less	Avg_Control	0.5414551607445008	0.2827288881238409	0.2819743645910617	0.31810490693739424	1.5935668004768617
step512	not to mention	NPI	0.9120135363790186	0.046049718324303	-0.0045432864241322	0.137619853355894	0.6128967189684271
step512	not to mention	Pseudocleft	0.494077834179357	0.3339724769312583	0.342211432868454	0.4641849971799211	2.3872966476977515
step512	not to mention	CP Conjunction	1.0	-0.2530436975701811	-0.4232211181556715	0.7879300620417372	4.146373606403506
step512	not to mention	VP Conjunction	0.9892836999435984	0.4013188435274265	0.2209934158239133	0.17653694303440493	0.8243537052936829
step512	not to mention	VP Gap Conjunction	0.1325437112239142	0.1856691249668833	0.34295531335821	0.1325437112239142	0.5853153729260019
step512	not to mention	Avg_Test	0.8020304568527918	0.0423261658951267	-0.0285176572371165	0.46324497085918404	2.3821889910232277
step512	not to mention	Avg_Control	0.5609137055837563	0.2934939842471549	0.2819743645910617	0.1545403271291596	0.7048345391098426
step512	never mind	NPI	0.975747320924986	0.0855963365949619	-0.0045432864241322	-0.01974055273547648	-0.24212500834673892
step512	never mind	Pseudocleft	0.2622673434856176	0.2709639496004521	0.342211432868454	0.254371122391427	1.2472676779441958
step512	never mind	CP Conjunction	0.577552171460801	-0.4123552056671332	-0.4232211181556715	0.577552171460801	3.003280042645237
step512	never mind	VP Conjunction	0.8990411731528483	0.313452509521295	0.2209934158239133	0.8364354201917654	4.409928690808898
step512	never mind	VP Gap Conjunction	0.0	0.1290436952852355	0.34295531335821	0.0	-0.1348642181817545
step512	never mind	Avg_Test	0.6051889452904682	-0.018598306490573	-0.0285176572371165	0.2707275803722505	1.3361409040808978
step512	never mind	Avg_Control	0.4495205865764241	0.2212481024032653	0.2819743645910617	0.41821771009588266	2.1375322363135716
step1000	let alone	NPI	0.8950930626057529	0.0327961060265262	-0.0332399783535186	-0.04060913705583746	-0.35551498652115177
step1000	let alone	Pseudocleft	0.964467005076142	0.4452888037750967	0.2565028731996436	0.9345741680767061	4.943168047629109
step1000	let alone	CP Conjunction	1.0	-0.4345199830506524	-0.636895935883713	0.8307952622673435	4.379282750761758
step1000	let alone	VP Conjunction	0.3513818386914834	0.0622974563572814	0.1010163017268646	0.3508178228990413	1.7713132527502662
step1000	let alone	VP Gap Conjunction	0.2115059221658206	0.4260504541596113	0.4932289235146787	0.1985335589396503	0.9438728714775235
step1000	let alone	Avg_Test	0.9531866892272984	0.0145216422503235	-0.1378776803458626	0.5749200977627374	2.988978603956572
step1000	let alone	Avg_Control	0.281443880428652	0.2441739552584463	0.2971226126207716	0.2746756909193458	1.3575930621138947
step1000	much less	NPI	0.9684151156232376	0.0457229092507058	-0.0332399783535186	0.06486181613085173	0.21756409236033963
step1000	much less	Pseudocleft	0.9142695995487874	0.3949411551426577	0.2565028731996436	0.8212069937958264	4.327184652681624
step1000	much less	CP Conjunction	0.990975747320925	-0.4739126350942871	-0.636895935883713	0.030456852791878153	0.03062385807279375
step1000	much less	VP Conjunction	0.8302312464749013	0.2147700820208537	0.1010163017268646	-0.14043993231810492	-0.8979481253555054
step1000	much less	VP Gap Conjunction	0.6576424139875916	0.5229978755040823	0.4932289235146787	0.5454032712915962	2.8285981843765464
step1000	much less	Avg_Test	0.9578868208309832	-0.0110828569003078	-0.1378776803458626	0.3055085542395186	1.5251242010382517
step1000	much less	Avg_Control	0.7439368302312465	0.368883978762468	0.2971226126207716	0.20248166948674562	0.9653250295105206
step1000	not to mention	NPI	0.5741680767061478	-0.0292990295078817	-0.0332399783535186	-0.33784545967287083	-1.9705560270053555
step1000	not to mention	Pseudocleft	0.9887196841511562	0.441574181531421	0.2565028731996436	0.49464184997179916	2.5527847239522994
step1000	not to mention	CP Conjunction	1.0	-0.3408253207693514	-0.636895935883713	0.0	-0.1348642181817545
step1000	not to mention	VP Conjunction	1.0	0.357480388136819	0.1010163017268646	0.010716300056401562	-0.07663693209219129
step1000	not to mention	VP Gap Conjunction	0.0045121263395375	0.2677613486695007	0.4932289235146787	-0.12803158488437671	-0.8305270572518002
step1000	not to mention	Avg_Test	0.8542959202857681	0.0238166104180625	-0.1378776803458626	0.05226546343297622	0.14912149292173024
step1000	not to mention	Avg_Control	0.5022560631697688	0.3126208684031599	0.2971226126207716	-0.05865764241398752	-0.4535819946719954
step1000	never mind	NPI	0.9949238578680204	0.074993866147527	-0.0332399783535186	0.01917653694303445	-0.030668022021483065
step1000	never mind	Pseudocleft	0.9825155104342922	0.4441305516603903	0.2565028731996436	0.7202481669486747	3.778622325837843
step1000	never mind	CP Conjunction	0.9560067681895094	-0.5057877554304507	-0.636895935883713	0.3784545967287084	1.9214783589812445
step1000	never mind	VP Conjunction	0.9921037789058094	0.3030457590773357	0.1010163017268646	0.0930626057529611	0.3707937925960323
step1000	never mind	VP Gap Conjunction	0.0	0.1974598338088946	0.4932289235146787	0.0	-0.1348642181817545
step1000	never mind	Avg_Test	0.9778153788306072	0.0044455541258222	-0.1378776803458626	0.372626433540139	1.8898108875992008
step1000	never mind	Avg_Control	0.4960518894529047	0.2502527964431151	0.2971226126207716	0.04653130287648061	0.11796478720713918
step2000	let alone	NPI	1.0	0.316697338376419	0.0858704495147601	0.10490693739424706	0.43515026669502327
step2000	let alone	Pseudocleft	1.0	0.6948181609279075	0.306991211653966	0.035532994923857975	0.058205204115219164
step2000	let alone	CP Conjunction	1.0	-0.0621584927504572	-0.892915698006808	0.0	-0.1348642181817545
step2000	let alone	VP Conjunction	0.6277495769881557	0.1676697792875114	0.1155011836781854	0.2763677382966723	1.3667868441280364
step2000	let alone	VP Gap Conjunction	0.9238578680203046	0.6374420213349714	0.4888816166246805	0.712351945854484	3.735718009771849
step2000	let alone	Avg_Test	1.0	0.3164523355179564	-0.1666846789460273	0.046813310772701566	0.11949708420949537
step2000	let alone	Avg_Control	0.7758037225042301	0.4025559003112414	0.3021914001514329	0.49435984207557815	2.551252426949943
step2000	much less	NPI	1.0	0.3795835267199813	0.0858704495147601	0.031584884376762434	0.03675304608222095
step2000	much less	Pseudocleft	1.0	0.709657447592256	0.306991211653966	0.08573040045121261	0.33095407053475184
step2000	much less	CP Conjunction	1.0	-0.3325900784065948	-0.892915698006808	0.009024252679075029	-0.08583071410633268
step2000	much less	VP Conjunction	0.152848279751833	-0.0130189341874829	0.1155011836781854	-0.6773829667230683	-3.815441617843099
step2000	much less	VP Gap Conjunction	0.6683587140439933	0.5364231455480722	0.4888816166246805	0.010716300056401673	-0.07663693209219068
step2000	much less	Avg_Test	1.0	0.2522169653018808	-0.1666846789460273	0.0421131791690168	0.09395880083688064
step2000	much less	Avg_Control	0.4106034968979131	0.2617021056802946	0.3021914001514329	-0.33333333333333337	-1.946039274967645
step2000	not to mention	NPI	0.3299492385786802	0.064219488105193	0.0858704495147601	-0.24421883812746759	-1.4618334222228553
step2000	not to mention	Pseudocleft	0.7264523406655387	0.3663185892035177	0.306991211653966	-0.26226734348561753	-1.5599004303736983
step2000	not to mention	CP Conjunction	1.0	-0.4639288681211003	-0.892915698006808	0.0	-0.1348642181817545
step2000	not to mention	VP Conjunction	0.6965595036661026	0.1870762059329528	0.1155011836781854	-0.30344049633389736	-1.7836157927178102
step2000	not to mention	VP Gap Conjunction	0.6514382402707276	0.5186306806317978	0.4888816166246805	0.6469261139311901	3.3802251052250414
step2000	not to mention	Avg_Test	0.6854671930814064	-0.0111302636041298	-0.1666846789460273	-0.1688287272043617	-1.0521993569261028
step2000	not to mention	Avg_Control	0.6739988719684151	0.3528534432823753	0.3021914001514329	0.17174280879864634	0.7983046562536152
step2000	never mind	NPI	0.9988719684151156	0.2144381942146589	0.0858704495147601	0.003948110547095207	-0.1134120601487581
step2000	never mind	Pseudocleft	1.0	0.6852867698777011	0.306991211653966	0.017484489565707806	-0.03986180403562507
step2000	never mind	CP Conjunction	1.0	-0.4325356361090094	-0.892915698006808	0.04399323181049064	0.10417411418592618
step2000	never mind	VP Conjunction	0.8606880992667795	0.2544441201629036	0.1155011836781854	-0.1314156796390299	-0.8489146212800835
step2000	never mind	VP Gap Conjunction	0.5865764241398759	0.5081660224432604	0.4888816166246805	0.5865764241398759	3.052313546720658
step2000	never mind	Avg_Test	0.9996239894717052	0.1557297759944502	-0.1666846789460273	0.02180861064109796	-0.016366583332818596
step2000	never mind	Avg_Control	0.7236322617033277	0.381305071303082	0.3021914001514329	0.22758037225042305	1.1016994627202874
step4000	let alone	NPI	1.0	0.1742752541005779	-0.1044880153765734	0.0	-0.1348642181817545
step4000	let alone	Pseudocleft	1.0	0.8554268230238138	0.4434212329894623	0.0	-0.1348642181817545
step4000	let alone	CP Conjunction	1.0	-0.1114307547180382	-0.8890219498541284	0.0	-0.1348642181817545
step4000	let alone	VP Conjunction	0.2346305696559503	-0.0280365921048477	0.0540858819803409	-0.3931190073322054	-2.2708862394673144
step4000	let alone	VP Gap Conjunction	0.9802594472645234	0.7185615135059475	0.5481322518997924	0.05640157924421885	0.17159518228963141
step4000	let alone	Avg_Test	1.0	0.3060904408021178	-0.1833629107470798	0.0	-0.1348642181817545
step4000	let alone	Avg_Control	0.6074450084602369	0.3452624607005498	0.3011090669400666	-0.16835871404399327	-1.0496455285888415
step4000	much less	NPI	1.0	0.2093174812555716	-0.1044880153765734	0.0	-0.1348642181817545
step4000	much less	Pseudocleft	1.0	0.9081972007084484	0.4434212329894623	0.0	-0.1348642181817545
step4000	much less	CP Conjunction	1.0	-0.2564349963849235	-0.8890219498541284	0.0	-0.1348642181817545
step4000	much less	VP Conjunction	0.1861252115059221	-0.0623815237164699	0.0540858819803409	0.033276931754089106	0.04594682809636311
step4000	much less	VP Gap Conjunction	0.9593908629441624	0.7082490033506339	0.5481322518997924	0.29103214890016915	1.4464662882505963
step4000	much less	Avg_Test	1.0	0.2870265618596989	-0.1833629107470798	0.0	-0.1348642181817545
step4000	much less	Avg_Control	0.5727580372250423	0.3229337398170819	0.3011090669400666	0.16215454032712917	0.7462065581734798
step4000	not to mention	NPI	0.7743936830231246	-0.0478051234555661	-0.1044880153765734	0.4444444444444444	2.280035857532766
step4000	not to mention	Pseudocleft	0.59278059785674	0.4656927065195771	0.4434212329894623	-0.13367174280879868	-0.8611729972989391
step4000	not to mention	CP Conjunction	1.0	-0.5510232642217336	-0.8890219498541284	0.0	-0.1348642181817545
step4000	not to mention	VP Conjunction	0.6790750141003948	0.0969695227333064	0.0540858819803409	-0.017484489565707806	-0.2298666323278839
step4000	not to mention	VP Gap Conjunction	0.2368866328257191	0.4626358378357088	0.5481322518997924	-0.4145516074450085	-2.3873408116464407
step4000	not to mention	Avg_Test	0.7890580936266215	-0.0443785603859075	-0.1833629107470798	0.10359090054521514	0.4279995473506901
step4000	not to mention	Avg_Control	0.4579808234630569	0.2798026802845076	0.3011090669400666	-0.21601804850535822	-1.3086037219871627
step4000	never mind	NPI	0.9954878736604624	0.0811839879601269	-0.1044880153765734	-0.0033840947546531774	-0.1532517822100379
step4000	never mind	Pseudocleft	1.0	0.8557365898082838	0.4434212329894623	0.0	-0.1348642181817545
step4000	never mind	CP Conjunction	1.0	-0.2884089576949256	-0.8890219498541284	0.0	-0.1348642181817545
step4000	never mind	VP Conjunction	0.622673434856176	0.1008579191755455	0.0540858819803409	-0.23801466441060348	-1.4281228881710026
step4000	never mind	VP Gap Conjunction	0.98195149464185	0.7458145895450718	0.5481322518997924	0.3953750705019742	2.013416179122661
step4000	never mind	Avg_Test	0.9984959578868208	0.216170540024495	-0.1833629107470798	-0.0011280315848843925	-0.1409934061911823
step4000	never mind	Avg_Control	0.802312464749013	0.4233362543603087	0.3011090669400666	0.07868020304568524	0.2926466454758285
step8000	let alone	NPI	1.0	0.3035640368270659	-0.0102965558778748	0.0	-0.1348642181817545
step8000	let alone	Pseudocleft	0.961082910321489	0.581832882783807	0.3425787611325044	-0.03891708967851104	-0.3463212045070109
step8000	let alone	CP Conjunction	1.0	-0.1181381166956213	-1.027109544827181	0.0	-0.1348642181817545
step8000	let alone	VP Conjunction	0.6649746192893401	-0.0587647189814292	-0.1196244852191905	0.4303440496333898	2.20342100741492
step8000	let alone	VP Gap Conjunction	0.975747320924986	0.7221963510497169	0.4247390812423628	-0.004512126339537459	-0.1593809702194651
step8000	let alone	Avg_Test	0.9870276367738297	0.2557529343050838	-0.2316091131908505	-0.012972363226170347	-0.20534988029017331
step8000	let alone	Avg_Control	0.820360970107163	0.3317158160341438	0.1525572980115861	0.21291596164692617	1.0220200185977273
step8000	much less	NPI	1.0	0.3929589277462171	-0.0102965558778748	0.0	-0.1348642181817545
step8000	much less	Pseudocleft	0.9971799210377892	0.7404163476779376	0.3425787611325044	-0.0028200789622108147	-0.1501871882053231
step8000	much less	CP Conjunction	1.0	-0.2308513924555125	-1.027109544827181	0.0	-0.1348642181817545
step8000	much less	VP Conjunction	0.6655386350817822	-0.060203993717157	-0.1196244852191905	0.47941342357586014	2.4700406858250252
step8000	much less	VP Gap Conjunction	0.9469825155104344	0.6856070947189891	0.4247390812423628	-0.012408347433727984	-0.2022852862854585
step8000	much less	Avg_Test	0.999059973679263	0.3008412943228807	-0.2316091131908505	-0.0009400263207369752	-0.13997187485627757
step8000	much less	Avg_Control	0.8062605752961083	0.312701550500916	0.1525572980115861	0.23350253807106602	1.133877699769783
step8000	not to mention	NPI	0.7901861252115059	0.0423450149927714	-0.0102965558778748	0.015792442188381273	-0.049055586049766474
step8000	not to mention	Pseudocleft	0.5228426395939086	0.3413169756489693	0.3425787611325044	-0.06993795826283133	-0.5148738747662728
step8000	not to mention	CP Conjunction	1.0	-0.5490151390273627	-1.027109544827181	0.0	-0.1348642181817545
step8000	not to mention	VP Conjunction	0.8646362098138748	0.0179093526839134	-0.1196244852191905	0.18556119571347995	0.8733872093691047
step8000	not to mention	VP Gap Conjunction	0.9588268471517204	0.5790384601080949	0.4247390812423628	0.7219402143260013	3.787816107851985
step8000	not to mention	Avg_Test	0.7710095882684715	-0.0551177161285406	-0.2316091131908505	-0.018048505358149947	-0.2329312263325975
step8000	not to mention	Avg_Control	0.9117315284827976	0.2984739063960041	0.1525572980115861	0.4537507050197407	2.3306016586105454
step8000	never mind	NPI	0.9650310208685844	0.149609216377013	-0.0102965558778748	-0.030456852791878042	-0.3003522944363021
step8000	never mind	Pseudocleft	0.913141567963903	0.5777496102833842	0.3425787611325044	-0.086858432036097	-0.6068116949076886
step8000	never mind	CP Conjunction	1.0	-0.3456432960561891	-1.027109544827181	0.0	-0.1348642181817545
step8000	never mind	VP Conjunction	0.4827975183305132	-0.1219719919321971	-0.1196244852191905	-0.13987591652566278	-0.8948835313507918
step8000	never mind	VP Gap Conjunction	0.9960518894529048	0.6852233040084021	0.4247390812423628	0.01410039481105474	-0.058249368063907875
step8000	never mind	Avg_Test	0.9593908629441624	0.1272385102014027	-0.2316091131908505	-0.03910509494265835	-0.34734273584191505
step8000	never mind	Avg_Control	0.739424703891709	0.2816256560381025	0.1525572980115861	-0.06288776085730396	-0.47656644970734946
step16000	let alone	NPI	1.0	0.3754960432337693	-0.0813851519217278	0.0	-0.1348642181817545
step16000	let alone	Pseudocleft	0.9983079526226736	0.7109055318740957	0.3930525871164975	0.03722504230118462	0.06739898612936117
step16000	let alone	CP Conjunction	1.0	-0.1600940983240307	-1.0341707710754515	0.0	-0.1348642181817545
step16000	let alone	VP Conjunction	0.8251551043429216	-0.0060247966144559	-0.1262295462623936	0.1601804850535815	0.7354804791569813
step16000	let alone	VP Gap Conjunction	1.0	0.7923973646126289	0.3648462185265315	0.02425267907501405	-0.003086675979058861
step16000	let alone	Avg_Test	0.999435984207558	0.3087691589279447	-0.2408344452935606	0.012408347433728317	-0.06744315007804867
step16000	let alone	Avg_Control	0.9125775521714607	0.3931862839990864	0.1193083361320689	0.09221658206429773	0.36619690158896095
step16000	much less	NPI	1.0	0.3912857915477032	-0.0813851519217278	0.0	-0.1348642181817545
step16000	much less	Pseudocleft	0.9977439368302312	0.7355236142487157	0.3930525871164975	0.0005640157924420297	-0.1317996241770415
step16000	much less	CP Conjunction	1.0	-0.2230407324337515	-1.0341707710754515	0.0	-0.1348642181817545
step16000	much less	VP Conjunction	0.7659334461364918	-0.04331148228804	-0.1262295462623936	0.1003948110547096	0.4106335146573127
step16000	much less	VP Gap Conjunction	1.0	0.6799423164791532	0.3648462185265315	0.05301748448956556	0.15320761826134738
step16000	much less	Avg_Test	0.9992479789434104	0.3012562244542224	-0.2408344452935606	0.00018800526414741725	-0.13384268684684977
step16000	much less	Avg_Control	0.8829667230682459	0.3183154170955565	0.1193083361320689	0.07670614777213758	0.28192056645933006
step16000	not to mention	NPI	0.9695431472081218	0.0789137007621339	-0.0813851519217278	0.17935702199661596	0.8396766753172528
step16000	not to mention	Pseudocleft	0.892272983643542	0.5484922416319097	0.3930525871164975	0.3694303440496334	1.8724448549058228
step16000	not to mention	CP Conjunction	1.0	-0.4871514852075205	-1.0341707710754515	0.0	-0.1348642181817545
step16000	not to mention	VP Conjunction	0.8432036097010717	-0.0115934227794425	-0.1262295462623936	-0.021432600112803124	-0.2513187903608809
step16000	not to mention	VP Gap Conjunction	0.999435984207558	0.685005900285638	0.3648462185265315	0.040609137055837574	0.08578655015764337
step16000	not to mention	Avg_Test	0.953938710283888	0.046751485728841	-0.2408344452935606	0.18292912201541645	0.8590857706804402
step16000	not to mention	Avg_Control	0.9213197969543148	0.3367062387530977	0.1193083361320689	0.00958826847151717	-0.08276612010161909
step16000	never mind	NPI	1.0	0.1741902782496125	-0.0813851519217278	0.03496897913141561	0.055140610110504355
step16000	never mind	Pseudocleft	0.9362662154540328	0.6538593922371388	0.3930525871164975	0.02312464749012977	-0.00921586398848606
step16000	never mind	CP Conjunction	1.0	-0.2041720168710225	-1.0341707710754515	0.0	-0.1348642181817545
step16000	never mind	VP Conjunction	0.6689227298364354	-0.0679864447734077	-0.1262295462623936	0.1861252115059222	0.8764518033738189
step16000	never mind	VP Gap Conjunction	1.0	0.7279598348502446	0.3648462185265315	0.003948110547095207	-0.1134120601487581
step16000	never mind	Avg_Test	0.9787554051513442	0.2079592178719096	-0.2408344452935606	0.019364542207181756	-0.029646490686578934
step16000	never mind	Avg_Control	0.8344613649182178	0.3299866950384184	0.1193083361320689	0.09503666102650876	0.38151987161253076
step32000	let alone	NPI	1.0	0.3720996055775151	-0.0590455651753915	0.0	-0.1348642181817545
step32000	let alone	Pseudocleft	0.9932318104906938	0.7046752946899896	0.3659629636206199	-0.005076142131979822	-0.1624455642241799
step32000	let alone	CP Conjunction	1.0	-0.1389791868664891	-1.0573796140764369	0.0	-0.1348642181817545
step32000	let alone	VP Conjunction	0.8009024252679074	0.0263425513169083	-0.0860089889973889	-0.02425267907501416	-0.2666417603844507
step32000	let alone	VP Gap Conjunction	0.9892836999435984	0.6814750733512711	0.3350776165673373	-0.010716300056401562	-0.1930915042713177
step32000	let alone	Avg_Test	0.9977439368302312	0.3125985711336718	-0.2501540718770695	-0.0016920473773267553	-0.1440580001958971
step32000	let alone	Avg_Control	0.8950930626057529	0.3539088123340897	0.1245343137849742	-0.017484489565707806	-0.2298666323278839
step32000	much less	NPI	1.0	0.4483142730144882	-0.0590455651753915	0.0	-0.1348642181817545
step32000	much less	Pseudocleft	0.9949238578680204	0.6934292074387449	0.3659629636206199	-0.0028200789622108147	-0.1501871882053231
step32000	much less	CP Conjunction	1.0	-0.1926979553343143	-1.0573796140764369	0.0	-0.1348642181817545
step32000	much less	VP Conjunction	0.847151720248167	0.0588050056700644	-0.0860089889973889	0.08121827411167515	0.30643731849704126
step32000	much less	VP Gap Conjunction	0.9847715736040608	0.6363101889034213	0.3350776165673373	-0.015228426395939243	-0.2176082563090295
step32000	much less	Avg_Test	0.9983079526226734	0.3163485083729729	-0.2501540718770695	-0.0009400263207370863	-0.13997187485627818
step32000	much less	Avg_Control	0.915961646926114	0.3475575972867429	0.1245343137849742	0.032994923857868175	0.04441453109400706
step32000	not to mention	NPI	0.9667230682459108	0.1296219722201309	-0.0590455651753915	-0.0028200789622110367	-0.1501871882053243
step32000	not to mention	Pseudocleft	0.9018612521150592	0.5148956739357885	0.3659629636206199	0.00958826847151717	-0.08276612010161909
step32000	not to mention	CP Conjunction	1.0	-0.4466284065009911	-1.0573796140764369	0.0	-0.1348642181817545
step32000	not to mention	VP Conjunction	0.883248730964467	0.0705120823037738	-0.0860089889973889	0.04004512126339532	0.08272195615292917
step32000	not to mention	VP Gap Conjunction	0.9954878736604624	0.6861127560513879	0.3350776165673373	-0.00394811054709554	-0.15631637621475272
step32000	not to mention	Avg_Test	0.9561947734536568	0.0659630798849761	-0.2501540718770695	0.002256063169768785	-0.1226058421628989
step32000	not to mention	Avg_Control	0.9393683023124648	0.3783124191775808	0.1245343137849742	0.018048505358150058	-0.03679721003091087
step32000	never mind	NPI	0.9977439368302312	0.1918312046935312	-0.0590455651753915	-0.002256063169768785	-0.1471225942006101
step32000	never mind	Pseudocleft	0.9232938522278624	0.5871650788048466	0.3659629636206199	-0.012972363226170347	-0.20534988029017331
step32000	never mind	CP Conjunction	1.0	-0.20321842888554	-1.0573796140764369	0.0	-0.1348642181817545
step32000	never mind	VP Conjunction	0.8189509306260575	0.0316051829015879	-0.0860089889973889	0.1500282007896221	0.6803177870721316
step32000	never mind	VP Gap Conjunction	0.999435984207558	0.7388816331647172	0.3350776165673373	-0.0005640157924420297	-0.1379288121864675
step32000	never mind	Avg_Test	0.9736792630193646	0.1919259515376126	-0.2501540718770695	-0.0050761421319796	-0.1624455642241787
step32000	never mind	Avg_Control	0.9091934574168076	0.3852434080331526	0.1245343137849742	0.07473209249858981	0.2711944874428309
step64000	let alone	NPI	1.0	0.3615703999626388	-0.1138164638061007	0.0	-0.1348642181817545
step64000	let alone	Pseudocleft	0.8962210941906373	0.549939744699761	0.3414370850930426	-0.09701071630005642	-0.6619743869925382
step64000	let alone	CP Conjunction	1.0	-0.1852999337299086	-1.1092643447333783	0.0	-0.1348642181817545
step64000	let alone	VP Conjunction	0.8578680203045685	0.0449295128662574	-0.1004207955869792	0.0569655950366611	0.17465977629434562
step64000	let alone	VP Gap Conjunction	1.0	0.6747103299519065	0.2632183440983531	0.010716300056401562	-0.07663693209219129
step64000	let alone	Avg_Test	0.9654070313968792	0.2420700703108304	-0.2938812411488122	-0.03233690543335199	-0.31056760778534825
step64000	let alone	Avg_Control	0.9289340101522844	0.359819921409082	0.0813987742556869	0.03384094754653144	0.04901142210107776
step64000	much less	NPI	1.0	0.3771312746434176	-0.1138164638061007	0.0	-0.1348642181817545
step64000	much less	Pseudocleft	0.8939650310208686	0.5373453508980585	0.3414370850930426	-0.10095882684715185	-0.6834265450255359
step64000	much less	CP Conjunction	1.0	-0.1840648076928273	-1.1092643447333783	0.0	-0.1348642181817545
step64000	much less	VP Conjunction	0.8849407783417935	0.0492724671716146	-0.1004207955869792	0.03778905809362654	0.07046358013407356
step64000	much less	VP Gap Conjunction	0.9977439368302312	0.6403018841955935	0.2632183440983531	0.012972363226170458	-0.06437855607333508
step64000	much less	Avg_Test	0.9646550103402896	0.2434706059495495	-0.2938812411488122	-0.0336529422823838	-0.3177183271296808
step64000	much less	Avg_Control	0.9413423575860124	0.344787175683604	0.0813987742556869	0.02538071065989833	0.0030425120303683383
step64000	not to mention	NPI	0.8945290468133108	0.0563993194448833	-0.1138164638061007	-0.07219402143260001	-0.5271322507851278
step64000	not to mention	Pseudocleft	0.7219402143260011	0.4589259574726619	0.3414370850930426	-0.1799210377890581	-1.1124697056854755
step64000	not to mention	CP Conjunction	1.0	-0.4116279530242817	-1.1092643447333783	0.0	-0.1348642181817545
step64000	not to mention	VP Conjunction	0.9407783417935702	0.0777085459440761	-0.1004207955869792	0.05752961082910324	0.17772437029905921
step64000	not to mention	VP Gap Conjunction	1.0	0.6479894318825367	0.2632183440983531	0.00451212633953757	-0.11034746614404328
step64000	not to mention	Avg_Test	0.8721564203797706	0.0345657746310878	-0.2938812411488122	-0.08403835307388619	-0.59148872488412
step64000	not to mention	Avg_Control	0.9703891708967852	0.3628489889133064	0.0813987742556869	0.031020868584320405	0.03368845207750795
step64000	never mind	NPI	0.9977439368302312	0.1499247316983347	-0.1138164638061007	0.0	-0.1348642181817545
step64000	never mind	Pseudocleft	0.838127467569092	0.5382921407939483	0.3414370850930426	-0.08516638465877047	-0.5976179128935473
