revision	construction	test_type	accuracy	delta_surps	delta_surps_and
step128	let alone	VP Conjunction	0.0	0.20152368238936422	0.35771593345603364
step128	let alone	VP Gap Conjunction	0.0	-0.034170212344940415	0.12320643014579725
step128	let alone	Avg_Test	0.3273171648806167	-0.11532489893512185	-0.021764075449028954
step128	let alone	Avg_Control	0.0	0.08367673502221191	0.24046118180091544
step128	much less	NPI	0.9971799210377891	0.10221343785440322	0.034464991839000626
step128	much less	Pseudocleft	0.06373378454596729	-0.172891056342644	-0.10920948748257761
step128	much less	CP Conjunction	0.0	-0.16510738522335425	0.009452269296490127
step128	much less	VP Conjunction	0.0	0.22680435541048605	0.35771593345603364
step128	much less	VP Gap Conjunction	0.0	-0.00041718598616977495	0.12320643014579725
step128	much less	Avg_Test	0.3536379018612521	-0.07859500123719834	-0.021764075449028954
step128	much less	Avg_Control	0.0	0.11319358471215814	0.24046118180091544
step128	not to mention	NPI	0.4918217710095883	0.05274031919338444	0.034464991839000626
step128	not to mention	Pseudocleft	0.16751269035532995	-0.15844292621859976	-0.10920948748257761
step128	not to mention	CP Conjunction	0.015228426395939087	-0.10868144290835859	0.009452269296490127
step128	not to mention	VP Conjunction	0.019740552735476594	0.2269657705708271	0.35771593345603364
step128	not to mention	VP Gap Conjunction	0.0	0.014341237110669371	0.12320643014579725
step128	not to mention	Avg_Test	0.2248542959202858	-0.07146134997785797	-0.021764075449028954
step128	not to mention	Avg_Control	0.009870276367738297	0.12065350384074823	0.24046118180091544
step128	never mind	NPI	0.9904117315284828	0.09107140747087523	0.034464991839000626
step128	never mind	Pseudocleft	0.05978567399887197	-0.186721594671173	-0.10920948748257761
step128	never mind	CP Conjunction	0.0	-0.24206562897477255	0.009452269296490127
step128	never mind	VP Conjunction	0.0	0.20151394743470236	0.35771593345603364
step128	never mind	VP Gap Conjunction	0.0	-0.025462617459972244	0.12320643014579725
step128	never mind	Avg_Test	0.3500658018424516	-0.11257193872502344	-0.021764075449028954
step128	never mind	Avg_Control	0.0	0.08802566498736507	0.24046118180091544
step256	let alone	NPI	0.9892836999435984	0.09678873851752456	0.021489534684647555
step256	let alone	Pseudocleft	0.0028200789622109417	0.4014373979390979	0.5549222934871357
step256	let alone	CP Conjunction	0.0	-0.4992815086011892	-0.22848856173459917
step256	let alone	VP Conjunction	0.0	0.15821664668178398	0.27424288199436037
step256	let alone	VP Gap Conjunction	0.0	-0.00758888515724144	0.17643001209997014
step256	let alone	Avg_Test	0.3307012596352698	-0.00035179071485559214	0.11597442214572803
step256	let alone	Avg_Control	0.0	0.07531388076227127	0.22533644704716527
step256	much less	NPI	0.9921037789058094	0.08304853057431016	0.021489534684647555
step256	much less	Pseudocleft	0.04286520022560632	0.4434085333340597	0.5549222934871357
step256	much less	CP Conjunction	0.15002820078962212	-0.27653154920738293	-0.22848856173459917
step256	much less	VP Conjunction	0.4467005076142132	0.2722082756632005	0.27424288199436037
step256	much less	VP Gap Conjunction	0.0	0.08235439498479663	0.17643001209997014
step256	much less	Avg_Test	0.39499905997367923	0.08330850490032898	0.11597442214572803
step256	much less	Avg_Control	0.2233502538071066	0.17728133532399856	0.22533644704716527
step256	not to mention	NPI	0.7743936830231246	0.05158368410260007	0.021489534684647555
step256	not to mention	Pseudocleft	0.029892836999435984	0.3552698680255888	0.5549222934871357
step256	not to mention	CP Conjunction	0.21206993795826284	-0.2700013724411536	-0.22848856173459917
step256	not to mention	VP Conjunction	0.8127467569091935	0.32796921221737935	0.27424288199436037
step256	not to mention	VP Gap Conjunction	0.0	0.06704659577620883	0.17643001209997014
step256	not to mention	Avg_Test	0.33878548599360786	0.04561739322901175	0.11597442214572803
step256	not to mention	Avg_Control	0.40637337845459676	0.19750790399679408	0.22533644704716527
step256	never mind	NPI	0.9954878736604625	0.09519767277131831	0.021489534684647555
step256	never mind	Pseudocleft	0.007896221094190638	0.3990347037124419	0.5549222934871357
step256	never mind	CP Conjunction	0.0	-0.4780398176271769	-0.22848856173459917
step256	never mind	VP Conjunction	0.06260575296108291	0.1970522569117409	0.27424288199436037
step256	never mind	VP Gap Conjunction	0.0	-0.016290597705873332	0.17643001209997014
