revision	construction	test_type	accuracy	delta_surps	delta_surps_and
step1	let alone	NPI	0.5820642978003384	0.038147856405207646	0.03713071245429075
step1	let alone	Pseudocleft	0.6762549351381839	0.052632464168438926	0.02830316572625018
step1	let alone	CP Conjunction	0.40609137055837563	0.018088098709958506	0.03719745728502955
step1	let alone	VP Conjunction	0.45234066553863506	0.025924954250312115	0.030089323492421285
step1	let alone	VP Gap Conjunction	0.24534686971235195	0.020019472620276153	0.05042202353006819
step1	let alone	Avg_Test	0.554803534498966	0.03628947309453503	0.03421044515519015
step1	let alone	Avg_Control	0.3488437676254935	0.022972213435294132	0.04025567351124473
step1	much less	NPI	0.9684151156232375	0.06874884633915748	0.03713071245429075
step1	much less	Pseudocleft	0.2571912013536379	-0.0008066003092654065	0.02830316572625018
step1	much less	CP Conjunction	0.0011280315848843769	-0.025619865068929402	0.03719745728502955
step1	much less	VP Conjunction	0.0580936266215454	-0.032863203307967714	0.030089323492421285
step1	much less	VP Gap Conjunction	0.0	-0.038253971364494106	0.05042202353006819
step1	much less	Avg_Test	0.40891144952058656	0.014107460320320892	0.03421044515519015
step1	much less	Avg_Control	0.0290468133107727	-0.03555858733623091	0.04025567351124473
step1	not to mention	NPI	0.8900169204737732	0.05658561095502901	0.03713071245429075
step1	not to mention	Pseudocleft	0.59278059785674	0.0380688224616053	0.02830316572625018
step1	not to mention	CP Conjunction	0.5482233502538071	0.03961308689623036	0.03719745728502955
step1	not to mention	VP Conjunction	0.5611957134799774	0.030713862910219512	0.030089323492421285
step1	not to mention	VP Gap Conjunction	0.5335589396503102	0.05162467945785212	0.05042202353006819
step1	not to mention	Avg_Test	0.6770069561947735	0.044755840104288215	0.03421044515519015
step1	not to mention	Avg_Control	0.5473773265651438	0.041169271184035815	0.04025567351124473
step1	never mind	NPI	0.5623237450648618	0.03660231986693998	0.03713071245429075
step1	never mind	Pseudocleft	0.1658206429780034	-0.010499685279945126	0.02830316572625018
step1	never mind	CP Conjunction	0.40439932318104904	0.0348488704941734	0.03719745728502955
step1	never mind	VP Conjunction	0.5273547659334461	0.035513188297037236	0.030089323492421285
step1	never mind	VP Gap Conjunction	0.2876480541455161	0.027795655540470674	0.05042202353006819
step1	never mind	Avg_Test	0.37751457040797143	0.020317168360389416	0.03421044515519015
step1	never mind	Avg_Control	0.4075014100394811	0.03165442191875396	0.04025567351124473
step2	let alone	NPI	0.5820642978003384	0.03813279340714974	0.037101427176142586
step2	let alone	Pseudocleft	0.6762549351381839	0.05251587707984272	0.028210662006995638
step2	let alone	CP Conjunction	0.40552735476593343	0.01814383513767434	0.03732200618255498
step2	let alone	VP Conjunction	0.4517766497461929	0.025953160526385397	0.030147329266973614
step2	let alone	VP Gap Conjunction	0.24534686971235195	0.020055405110608243	0.05048696536232502
step2	let alone	Avg_Test	0.5546155292348186	0.0362641685415556	0.034211365121897735
step2	let alone	Avg_Control	0.34856175972927245	0.02300428281849682	0.04031714731464931
step2	much less	NPI	0.9684151156232375	0.06872900528754482	0.037101427176142586
step2	much less	Pseudocleft	0.25662718556119574	-0.0008999506632486338	0.028210662006995638
step2	much less	CP Conjunction	0.0011280315848843769	-0.025539114188825176	0.03732200618255498
step2	much less	VP Conjunction	0.0580936266215454	-0.03282862306649708	0.030147329266973614
step2	much less	VP Gap Conjunction	0.0	-0.038211180272239444	0.05048696536232502
step2	much less	Avg_Test	0.40872344425643914	0.01409664681182367	0.034211365121897735
step2	much less	Avg_Control	0.0290468133107727	-0.03551990166936826	0.04031714731464931
step2	not to mention	NPI	0.8900169204737732	0.0565609455915473	0.037101427176142586
